Date,Power (kW),Temperature (ºC),Humidity (%),Pressure (mbar),solarRad_W/m2,Power-1,Power deriv,Hour,Week Day,Month,Cos Hour,Day/Night
2019-01-07 02:00:00,98.336,9.1775,48.0625,1030.6666666666667,1.5051666666666668,95.956,-5.278999999999996,2,0,1,113.39745962155612,100
2019-01-07 03:00:00,102.791,7.7475,56.09166666666667,1030.1666666666667,1.7915,98.336,2.3799999999999955,3,0,1,129.28932188134524,100
2019-01-07 04:00:00,98.346,7.864999999999999,54.00333333333333,1030.0,1.3573333333333333,102.791,4.454999999999998,4,0,1,150.0,100
2019-01-07 05:00:00,98.923,8.191666666666666,48.15,1030.0,1.1011666666666666,98.346,-4.444999999999993,5,0,1,174.11809548974793,100
2019-01-07 06:00:00,110.653,6.998,52.531666666666666,1030.0,1.5236666666666665,98.923,0.5769999999999982,6,0,1,200.0,100
2019-01-07 07:00:00,368.139,7.15575,47.61916666666667,1030.0,2.58975,110.653,11.730000000000004,7,0,1,225.88190451025207,100
2019-01-07 08:00:00,263.814,7.5,42.44166666666667,1030.75,71.9675,368.139,257.486,8,0,1,249.99999999999997,100
2019-01-07 09:00:00,322.372,8.189166666666667,39.60666666666667,1031.0,227.0583333333333,263.814,-104.32499999999999,9,0,1,270.71067811865476,400
2019-01-07 10:00:00,344.52,10.104166666666666,31.4575,1031.0,366.275,322.372,58.55799999999999,10,0,1,286.6025403784439,400
2019-01-07 11:00:00,389.494,11.320833333333333,25.99833333333333,1030.75,462.8416666666666,344.52,22.147999999999968,11,0,1,296.5925826289068,400
2019-01-07 12:00:00,380.159,12.368333333333334,26.14583333333333,1029.75,505.0416666666667,389.494,44.974000000000046,12,0,1,300.0,400
2019-01-07 13:00:00,366.705,13.253333333333332,21.751666666666665,1029.0,486.51666666666665,380.159,-9.335000000000036,13,0,1,296.5925826289068,400
2019-01-07 14:00:00,378.787,13.871666666666668,22.3375,1029.0,413.375,366.705,-13.454000000000008,14,0,1,286.6025403784439,400
2019-01-07 15:00:00,429.535,14.714166666666666,23.08083333333333,1029.0,290.8,378.787,12.081999999999994,15,0,1,270.71067811865476,400
2019-01-07 16:00:00,399.23,14.639166666666668,28.11,1029.0,135.9425,429.535,50.74800000000005,16,0,1,250.00000000000006,400
2019-01-07 17:00:00,378.622,14.320833333333333,29.938333333333333,1029.0,12.228666666666667,399.23,-30.305000000000007,17,0,1,225.88190451025207,400
2019-01-07 18:00:00,356.039,14.526666666666666,24.343333333333334,1029.0,1.246,378.622,-20.608000000000004,18,0,1,200.00000000000003,100
2019-01-07 19:00:00,195.121,14.428333333333333,19.79083333333333,1029.0,0.8215,356.039,-22.583000000000027,19,0,1,174.118095489748,100
2019-01-07 20:00:00,143.578,14.175833333333337,18.925,1029.0,1.25525,195.121,-160.91799999999998,20,0,1,150.0,100
2019-01-07 21:00:00,114.923,13.14,24.74083333333333,1029.0833333333333,1.3224166666666666,143.578,-51.543000000000006,21,0,1,129.28932188134524,100
2019-01-07 22:00:00,116.434,11.824166666666663,27.916666666666668,1030.0,0.9163333333333332,114.923,-28.655,22,0,1,113.39745962155617,100
2019-01-07 23:00:00,110.868,10.5575,39.65416666666667,1029.8333333333333,1.4401666666666666,116.434,1.5109999999999957,23,0,1,103.40741737109319,100
2019-01-08 00:00:00,116.142,11.485833333333332,32.740833333333335,1029.0,1.5415833333333333,110.868,-5.5660000000000025,0,1,1,100.0,100
2019-01-08 01:00:00,108.409,10.685,37.240833333333335,1029.6666666666667,1.17,116.142,5.274000000000001,1,1,1,103.40741737109317,100
2019-01-08 12:00:00,385.351,10.71,38.29166666666666,1029.4166666666667,502.0333333333333,356.883,356.883,12,1,1,300.0,400
2019-01-08 13:00:00,400.277,12.1775,36.27,1028.6666666666667,485.39166666666665,385.351,28.468000000000018,13,1,1,296.5925826289068,400
2019-01-08 14:00:00,381.394,14.2525,30.383333333333336,1028.0,413.05,400.277,14.925999999999988,14,1,1,286.6025403784439,400
2019-01-08 15:00:00,385.3,15.123333333333331,26.276666666666667,1028.0,290.34166666666664,381.394,-18.88299999999998,15,1,1,270.71067811865476,400
2019-01-08 16:00:00,384.085,15.486666666666666,25.258333333333336,1028.0,135.95333333333335,385.3,3.906000000000006,16,1,1,250.00000000000006,400
2019-01-08 17:00:00,356.247,14.351666666666668,26.686666666666667,1028.0,12.93,384.085,-1.2150000000000318,17,1,1,225.88190451025207,400
2019-01-08 18:00:00,290.176,13.768333333333333,25.742500000000003,1028.0,1.3545,356.247,-27.837999999999965,18,1,1,200.00000000000003,100
2019-01-08 19:00:00,161.909,13.130833333333332,30.686666666666667,1028.0,1.1701666666666666,290.176,-66.07100000000003,19,1,1,174.118095489748,100
2019-01-08 20:00:00,122.904,12.753333333333332,37.42166666666667,1028.0,1.2808333333333335,161.909,-128.267,20,1,1,150.0,100
2019-01-08 21:00:00,108.215,13.14,34.95166666666666,1028.0,1.084833333333333,122.904,-39.004999999999995,21,1,1,129.28932188134524,100
2019-01-08 22:00:00,112.934,13.051666666666668,32.46,1028.0,1.2575833333333335,108.215,-14.688999999999993,22,1,1,113.39745962155617,100
2019-01-08 23:00:00,104.55,12.495833333333332,32.5375,1027.0833333333333,1.0455833333333333,112.934,4.718999999999994,23,1,1,103.40741737109319,100
2019-01-09 00:00:00,92.786,12.038333333333334,34.59916666666667,1027.0,0.9441666666666668,104.55,-8.384,0,2,1,100.0,100
2019-01-09 01:00:00,95.523,11.925,36.74333333333333,1026.4166666666667,0.9278333333333334,92.786,-11.763999999999996,1,2,1,103.40741737109317,100
2019-01-09 02:00:00,94.492,10.4175,47.34166666666667,1026.3333333333333,1.3685,95.523,2.7369999999999948,2,2,1,113.39745962155612,100
2019-01-09 03:00:00,95.661,8.813333333333334,56.836666666666666,1026.1666666666667,1.6713333333333331,94.492,-1.0309999999999917,3,2,1,129.28932188134524,100
2019-01-09 04:00:00,95.922,8.219166666666666,60.42083333333333,1025.5833333333333,1.6645,95.661,1.168999999999997,4,2,1,150.0,100
2019-01-09 05:00:00,93.947,8.839166666666667,53.330000000000005,1025.0,1.3550833333333332,95.922,0.2609999999999957,5,2,1,174.11809548974793,100
2019-01-09 06:00:00,98.421,7.906833333333334,57.91583333333333,1025.0,1.429,93.947,-1.9749999999999943,6,2,1,200.0,100
2019-01-09 07:00:00,93.798,8.3175,54.2925,1025.0,2.324666666666667,98.421,4.474000000000004,7,2,1,225.88190451025207,100
2019-01-09 08:00:00,97.493,8.0375,60.29583333333333,1025.0,66.49416666666667,93.798,-4.623000000000005,8,2,1,249.99999999999997,100
2019-01-09 09:00:00,90.08,7.624166666666666,70.5325,1025.5833333333333,214.49166666666667,97.493,3.694999999999993,9,2,1,270.71067811865476,400
2019-01-09 10:00:00,96.884,9.91,50.95249999999999,1025.5,351.2083333333333,90.08,-7.412999999999997,10,2,1,286.6025403784439,400
2019-01-09 11:00:00,100.372,12.67,42.06333333333333,1024.5833333333333,448.3333333333333,96.884,6.804000000000002,11,2,1,296.5925826289068,400
2019-01-09 12:00:00,96.033,12.99,39.93416666666667,1023.5,491.575,100.372,3.4879999999999995,12,2,1,300.0,400
2019-01-09 13:00:00,99.333,16.328333333333333,31.974166666666665,1022.1666666666666,475.8083333333333,96.033,-4.338999999999999,13,2,1,296.5925826289068,400
2019-01-09 14:00:00,95.561,16.81,38.348333333333336,1021.0,398.8833333333334,99.333,3.299999999999997,14,2,1,286.6025403784439,400
2019-01-09 15:00:00,98.777,17.485833333333332,32.9075,1021.0,281.725,95.561,-3.7719999999999914,15,2,1,270.71067811865476,400
2019-01-09 16:00:00,96.83,17.04,35.98083333333333,1020.75,127.33166666666666,98.777,3.215999999999994,16,2,1,250.00000000000006,400
2019-01-09 17:00:00,97.428,15.494166666666668,47.32583333333333,1020.0833333333334,11.329833333333331,96.83,-1.9470000000000027,17,2,1,225.88190451025207,400
2019-01-09 18:00:00,100.579,13.900833333333331,55.57333333333333,1020.0833333333334,1.04525,97.428,0.597999999999999,18,2,1,200.00000000000003,100
2019-01-09 19:00:00,95.166,13.430833333333334,49.642500000000005,1020.0,1.1815833333333332,100.579,3.1509999999999962,19,2,1,174.118095489748,100
2019-01-09 20:00:00,98.467,12.820833333333333,50.54416666666666,1020.0,0.9024166666666668,95.166,-5.412999999999997,20,2,1,150.0,100
2019-01-09 21:00:00,94.335,12.080833333333333,57.3775,1020.0,1.8810833333333332,98.467,3.301000000000002,21,2,1,129.28932188134524,100
2019-01-09 22:00:00,94.365,11.706666666666663,60.74333333333333,1020.0,2.529666666666667,94.335,-4.132000000000005,22,2,1,113.39745962155617,100
2019-01-09 23:00:00,96.01,11.706666666666663,60.60333333333333,1019.3333333333334,2.584916666666667,94.365,0.030000000000001137,23,2,1,103.40741737109319,100
2019-01-10 00:00:00,117.733,10.6975,67.51583333333333,1019.0,4.209666666666666,96.01,1.6450000000000102,0,3,1,100.0,100
2019-01-10 01:00:00,108.075,9.525,75.83916666666667,1019.0,3.12725,117.733,21.723,1,3,1,103.40741737109317,100
2019-01-10 02:00:00,112.416,10.099166666666669,68.2075,1019.0,3.425333333333333,108.075,-9.658000000000001,2,3,1,113.39745962155612,100
2019-01-10 03:00:00,106.732,9.870833333333334,67.065,1019.0,2.70725,112.416,4.340999999999994,3,3,1,129.28932188134524,100
2019-01-10 04:00:00,111.404,9.885,64.94250000000001,1018.25,2.875916666666667,106.732,-5.6839999999999975,4,3,1,150.0,100
2019-01-10 05:00:00,109.771,9.800833333333332,61.87083333333334,1018.0,2.8826666666666667,111.404,4.671999999999997,5,3,1,174.11809548974793,100
2019-01-10 06:00:00,128.371,9.7125,58.36333333333334,1018.9166666666666,2.273333333333333,109.771,-1.6329999999999956,6,3,1,200.0,100
2019-01-10 07:00:00,411.236,9.228333333333332,58.15416666666667,1019.0,2.8553333333333337,128.371,18.60000000000001,7,3,1,225.88190451025207,100
2019-01-10 08:00:00,362.104,9.249166666666666,56.36416666666667,1019.8333333333334,67.63833333333334,411.236,282.865,8,3,1,249.99999999999997,100
2019-01-10 09:00:00,390.479,9.513333333333334,53.02166666666667,1020.0,217.14166666666665,362.104,-49.132000000000005,9,3,1,270.71067811865476,400
2019-01-10 10:00:00,453.085,9.496666666666666,51.32083333333333,1020.0,353.44166666666666,390.479,28.375,10,3,1,286.6025403784439,400
2019-01-10 11:00:00,477.216,9.856666666666667,50.67333333333334,1020.0,448.6166666666666,453.085,62.605999999999995,11,3,1,296.5925826289068,400
2019-01-10 12:00:00,488.286,10.533333333333331,52.336666666666666,1019.5,489.5916666666667,477.216,24.13100000000003,12,3,1,300.0,400
2019-01-10 13:00:00,504.785,11.685,51.00833333333333,1018.8333333333334,474.2,488.286,11.069999999999993,13,3,1,296.5925826289068,400
2019-01-10 14:00:00,552.529,13.305833333333332,48.064166666666665,1018.0,403.26666666666665,504.785,16.499000000000024,14,3,1,286.6025403784439,400
2019-01-10 15:00:00,515.127,14.1025,44.9625,1018.5,284.475,552.529,47.74399999999997,15,3,1,270.71067811865476,400
2019-01-10 16:00:00,557.823,14.541666666666666,44.32833333333334,1019.0,136.06916666666666,515.127,-37.402000000000044,16,3,1,250.00000000000006,400
2019-01-10 17:00:00,528.095,13.766666666666666,48.53416666666666,1019.0,14.257333333333332,557.823,42.696000000000026,17,3,1,225.88190451025207,400
2019-01-10 18:00:00,455.599,13.1675,48.04166666666666,1019.5,1.0776666666666668,528.095,-29.727999999999952,18,3,1,200.00000000000003,100
2019-01-10 19:00:00,233.274,12.289166666666668,47.82583333333333,1020.0,1.0731666666666666,455.599,-72.49600000000004,19,3,1,174.118095489748,100
2019-01-10 20:00:00,148.676,11.521666666666668,47.0425,1021.0,1.267,233.274,-222.325,20,3,1,150.0,100
2019-01-10 21:00:00,123.322,10.750833333333333,48.428333333333335,1021.0833333333334,1.3064166666666668,148.676,-84.59800000000001,21,3,1,129.28932188134524,100
2019-01-10 22:00:00,109.196,10.4275,47.899166666666666,1021.9166666666666,1.101,123.322,-25.353999999999985,22,3,1,113.39745962155617,100
2019-01-10 23:00:00,109.2,9.8,49.46083333333333,1022.0,1.1053333333333333,109.196,-14.126000000000005,23,3,1,103.40741737109319,100
2019-01-11 00:00:00,107.932,9.118333333333334,50.58833333333333,1022.0,1.094,109.2,0.0040000000000048885,0,4,1,100.0,100
2019-01-11 01:00:00,105.032,8.291666666666666,50.95083333333333,1023.0,0.7618333333333333,107.932,-1.2680000000000007,1,4,1,103.40741737109317,100
2019-01-11 02:00:00,105.237,7.825833333333333,49.84583333333333,1023.6666666666666,1.3551666666666666,105.032,-2.9000000000000057,2,4,1,113.39745962155612,100
2019-01-11 03:00:00,104.117,7.269083333333334,50.40416666666667,1024.0,0.9488333333333332,105.237,0.2049999999999983,3,4,1,129.28932188134524,100
2019-01-11 04:00:00,107.839,6.798000000000001,51.57583333333333,1024.0,1.1588333333333334,104.117,-1.1199999999999903,4,4,1,150.0,100
2019-01-11 05:00:00,104.101,6.441333333333333,52.13916666666666,1024.0,1.0135,107.839,3.721999999999994,5,4,1,174.11809548974793,100
2019-01-11 06:00:00,230.904,6.135416666666667,52.85916666666666,1024.3333333333333,1.0759166666666666,104.101,-3.7379999999999995,6,4,1,200.0,100
2019-01-11 07:00:00,203.026,5.876166666666666,53.01583333333334,1025.0,2.54625,230.904,126.803,7,4,1,225.88190451025207,100
2019-01-11 08:00:00,190.582,5.959083333333333,51.63166666666667,1026.0833333333333,69.33583333333333,203.026,-27.877999999999986,8,4,1,249.99999999999997,100
2019-01-11 09:00:00,173.741,6.597416666666667,47.98833333333334,1027.0833333333333,220.70833333333331,190.582,-12.444000000000017,9,4,1,270.71067811865476,400
2019-01-11 10:00:00,126.112,7.010416666666667,47.046666666666674,1028.0,356.9916666666666,173.741,-16.84099999999998,10,4,1,286.6025403784439,400
2019-01-11 11:00:00,130.169,7.893333333333333,47.70583333333334,1028.0,452.0833333333333,126.112,-47.62900000000002,11,4,1,296.5925826289068,400
2019-01-11 12:00:00,127.005,9.37,42.2125,1027.25,494.94166666666666,130.169,4.057000000000016,12,4,1,300.0,400
2019-01-11 13:00:00,128.443,10.201666666666666,37.98416666666667,1027.0,479.9166666666667,127.005,-3.1640000000000157,13,4,1,296.5925826289068,400
2019-01-11 14:00:00,127.916,10.843333333333334,33.71,1027.0,408.1,128.443,1.4380000000000166,14,4,1,286.6025403784439,400
2019-01-11 15:00:00,131.264,11.5775,31.867500000000003,1027.0,287.7083333333333,127.916,-0.5270000000000152,15,4,1,270.71067811865476,400
2019-01-11 16:00:00,127.707,11.7175,33.44083333333334,1027.0,139.4775,131.264,3.348000000000013,16,4,1,250.00000000000006,400
2019-01-11 17:00:00,132.147,10.933333333333332,35.494166666666665,1027.1666666666667,15.271499999999998,127.707,-3.5570000000000164,17,4,1,225.88190451025207,400
2019-01-11 18:00:00,127.093,10.408333333333331,35.88666666666666,1028.0,1.281,132.147,4.439999999999998,18,4,1,200.00000000000003,100
2019-01-11 19:00:00,116.256,9.9175,38.064166666666665,1028.0,1.2623333333333333,127.093,-5.053999999999988,19,4,1,174.118095489748,100
2019-01-11 20:00:00,110.053,9.545833333333333,38.61666666666667,1028.1666666666667,0.9740833333333332,116.256,-10.837000000000003,20,4,1,150.0,100
2019-01-11 21:00:00,105.455,9.3475,38.255833333333335,1029.0,0.9370833333333334,110.053,-6.203000000000003,21,4,1,129.28932188134524,100
2019-01-11 22:00:00,107.87,9.188333333333334,38.524166666666666,1029.0,1.020333333333333,105.455,-4.597999999999999,22,4,1,113.39745962155617,100
2019-01-11 23:00:00,103.211,8.614166666666668,43.605,1029.0,1.4821666666666669,107.87,2.4150000000000063,23,4,1,103.40741737109319,100
2019-01-12 00:00:00,101.171,7.600833333333333,50.425,1029.0,1.3180833333333333,103.211,-4.659000000000006,0,5,1,100.0,100
2019-01-12 01:00:00,100.991,6.617583333333333,54.8625,1029.0,1.3019166666666666,101.171,-2.039999999999992,1,5,1,103.40741737109317,100
2019-01-12 02:00:00,98.453,6.424333333333333,57.2825,1029.0833333333333,0.9163333333333332,100.991,-0.18000000000000682,2,5,1,113.39745962155612,100
2019-01-12 03:00:00,98.938,6.219166666666666,58.955000000000005,1029.9166666666667,1.7660833333333334,98.453,-2.5379999999999967,3,5,1,129.28932188134524,100
2019-01-12 04:00:00,101.973,5.956583333333334,59.0975,1029.3333333333333,1.085,98.938,0.48499999999999943,4,5,1,150.0,100
2019-01-12 05:00:00,97.535,5.768583333333333,59.21416666666667,1029.0,1.4266666666666667,101.973,3.0349999999999966,5,5,1,174.11809548974793,100
2019-01-12 06:00:00,98.664,5.493666666666667,60.34583333333333,1029.4166666666667,1.5768333333333333,97.535,-4.438000000000002,6,5,1,200.0,100
2019-01-12 07:00:00,104.107,5.510916666666667,60.555,1030.0,3.195583333333333,98.664,1.1290000000000049,7,5,1,225.88190451025207,100
2019-01-12 08:00:00,99.225,5.955333333333333,58.35666666666666,1030.5,71.04916666666666,104.107,5.442999999999998,8,5,1,249.99999999999997,100
2019-01-12 09:00:00,97.973,6.273583333333334,56.38833333333333,1031.0,223.5583333333333,99.225,-4.882000000000005,9,5,1,270.71067811865476,400
2019-01-12 10:00:00,106.693,7.0183333333333335,54.88666666666666,1031.0833333333333,359.725,97.973,-1.2519999999999953,10,5,1,286.6025403784439,400
2019-01-12 11:00:00,100.643,8.238333333333333,51.3325,1031.0,457.4083333333333,106.693,8.719999999999999,11,5,1,296.5925826289068,400
2019-01-12 12:00:00,100.291,9.375,46.8525,1030.0833333333333,500.4083333333333,100.643,-6.049999999999997,12,5,1,300.0,400
2019-01-12 13:00:00,104.048,10.825833333333334,43.18,1029.3333333333333,485.225,100.291,-0.35200000000000387,13,5,1,296.5925826289068,400
2019-01-12 14:00:00,101.538,11.73,39.04083333333333,1029.0,414.85,104.048,3.757000000000005,14,5,1,286.6025403784439,400
2019-01-12 15:00:00,100.185,12.661666666666669,32.635,1029.0,295.77500000000003,101.538,-2.510000000000005,15,5,1,270.71067811865476,400
2019-01-12 16:00:00,106.279,12.600833333333334,41.6625,1029.0,143.24166666666667,100.185,-1.3529999999999944,16,5,1,250.00000000000006,400
